URL,Importance,Work Style,Work Style Description
https://www.onetonline.org/link/details/19-3011.01,78,Integrity,Job requires being honest and ethical.Related occupations
https://www.onetonline.org/link/details/19-3011.01,78,Persistence,Job requires persistence in the face of obstacles.Related occupations
https://www.onetonline.org/link/details/19-3011.01,77,Innovation,Job requires creativity and alternative thinking to develop new ideas for and answers to work-related problems.Related occupations
https://www.onetonline.org/link/details/19-3011.01,76,Initiative,Job requires a willingness to take on responsibilities and challenges.Related occupations
https://www.onetonline.org/link/details/19-3011.01,61,Dependability,"Job requires being reliable, responsible, and dependable, and fulfilling obligations.Related occupations"
https://www.onetonline.org/link/details/19-3011.01,60,Cooperation,"Job requires being pleasant with others on the job and displaying a good-natured, cooperative attitude.Related occupations"
https://www.onetonline.org/link/details/19-3011.01,56,Adaptability/Flexibility,Job requires being open to change (positive or negative) and to considerable variety in the workplace.Related occupations
https://www.onetonline.org/link/details/19-3011.01,56,Self-Control,"Job requires maintaining composure, keeping emotions in check, controlling anger, and avoiding aggressive behavior, even in very difficult situations.Related occupations"
https://www.onetonline.org/link/details/19-3011.01,52,Stress Tolerance,Job requires accepting criticism and dealing calmly and effectively with high-stress situations.Related occupations
https://www.onetonline.org/link/details/19-3011.01,41,Leadership,"Job requires a willingness to lead, take charge, and offer opinions and direction.Related occupations"
https://www.onetonline.org/link/details/19-3011.01,32,Concern for Others,Job requires being sensitive to others' needs and feelings and being understanding and helpful on the job.Related occupations
https://www.onetonline.org/link/details/19-3011.01,31,Social Orientation,"Job requires preferring to work with others rather than alone, and being personally connected with others on the job.Related occupations"
https://www.onetonline.org/link/details/17-3025.00,83,Cooperation,"Job requires being pleasant with others on the job and displaying a good-natured, cooperative attitude.Related occupations"
https://www.onetonline.org/link/details/17-3025.00,82,Attention to Detail,Job requires being careful about detail and thorough in completing work tasks.Related occupations
https://www.onetonline.org/link/details/17-3025.00,81,Integrity,Job requires being honest and ethical.Related occupations
https://www.onetonline.org/link/details/17-3025.00,80,Dependability,"Job requires being reliable, responsible, and dependable, and fulfilling obligations.Related occupations"
https://www.onetonline.org/link/details/17-3025.00,78,Initiative,Job requires a willingness to take on responsibilities and challenges.Related occupations
https://www.onetonline.org/link/details/17-3025.00,77,Stress Tolerance,Job requires accepting criticism and dealing calmly and effectively with high-stress situations.Related occupations
https://www.onetonline.org/link/details/17-3025.00,73,Adaptability/Flexibility,Job requires being open to change (positive or negative) and to considerable variety in the workplace.Related occupations
https://www.onetonline.org/link/details/17-3025.00,70,Analytical Thinking,Job requires analyzing information and using logic to address work-related issues and problems.Related occupations
https://www.onetonline.org/link/details/17-3025.00,67,Achievement/Effort,Job requires establishing and maintaining personally challenging achievement goals and exerting effort toward mastering tasks.Related occupations
https://www.onetonline.org/link/details/17-3025.00,67,Leadership,"Job requires a willingness to lead, take charge, and offer opinions and direction.Related occupations"
https://www.onetonline.org/link/details/17-3025.00,66,Independence,"Job requires developing one's own ways of doing things, guiding oneself with little or no supervision, and depending on oneself to get things done.Related occupations"
https://www.onetonline.org/link/details/17-3025.00,62,Persistence,Job requires persistence in the face of obstacles.Related occupations
https://www.onetonline.org/link/details/17-3025.00,57,Concern for Others,Job requires being sensitive to others' needs and feelings and being understanding and helpful on the job.Related occupations
https://www.onetonline.org/link/details/17-3025.00,56,Self-Control,"Job requires maintaining composure, keeping emotions in check, controlling anger, and avoiding aggressive behavior, even in very difficult situations.Related occupations"
https://www.onetonline.org/link/details/17-3025.00,50,Innovation,Job requires creativity and alternative thinking to develop new ideas for and answers to work-related problems.Related occupations
https://www.onetonline.org/link/details/17-3025.00,47,Social Orientation,"Job requires preferring to work with others rather than alone, and being personally connected with others on the job.Related occupations"
https://www.onetonline.org/link/details/17-2081.00,91,Integrity,Job requires being honest and ethical.Related occupations
https://www.onetonline.org/link/details/17-2081.00,89,Attention to Detail,Job requires being careful about detail and thorough in completing work tasks.Related occupations
https://www.onetonline.org/link/details/17-2081.00,83,Analytical Thinking,Job requires analyzing information and using logic to address work-related issues and problems.Related occupations
https://www.onetonline.org/link/details/17-2081.00,82,Dependability,"Job requires being reliable, responsible, and dependable, and fulfilling obligations.Related occupations"
https://www.onetonline.org/link/details/17-2081.00,74,Cooperation,"Job requires being pleasant with others on the job and displaying a good-natured, cooperative attitude.Related occupations"
https://www.onetonline.org/link/details/17-2081.00,72,Initiative,Job requires a willingness to take on responsibilities and challenges.Related occupations
https://www.onetonline.org/link/details/17-2081.00,70,Persistence,Job requires persistence in the face of obstacles.Related occupations
https://www.onetonline.org/link/details/17-2081.00,68,Achievement/Effort,Job requires establishing and maintaining personally challenging achievement goals and exerting effort toward mastering tasks.Related occupations
https://www.onetonline.org/link/details/17-2081.00,68,Independence,"Job requires developing one's own ways of doing things, guiding oneself with little or no supervision, and depending on oneself to get things done.Related occupations"
https://www.onetonline.org/link/details/17-2081.00,67,Self-Control,"Job requires maintaining composure, keeping emotions in check, controlling anger, and avoiding aggressive behavior, even in very difficult situations.Related occupations"
https://www.onetonline.org/link/details/17-2081.00,66,Adaptability/Flexibility,Job requires being open to change (positive or negative) and to considerable variety in the workplace.Related occupations
https://www.onetonline.org/link/details/17-2081.00,66,Stress Tolerance,Job requires accepting criticism and dealing calmly and effectively with high-stress situations.Related occupations
https://www.onetonline.org/link/details/17-2081.00,61,Innovation,Job requires creativity and alternative thinking to develop new ideas for and answers to work-related problems.Related occupations
https://www.onetonline.org/link/details/17-2081.00,58,Concern for Others,Job requires being sensitive to others' needs and feelings and being understanding and helpful on the job.Related occupations
https://www.onetonline.org/link/details/17-2081.00,57,Leadership,"Job requires a willingness to lead, take charge, and offer opinions and direction.Related occupations"
https://www.onetonline.org/link/details/17-2081.00,45,Social Orientation,"Job requires preferring to work with others rather than alone, and being personally connected with others on the job.Related occupations"
https://www.onetonline.org/link/details/19-2041.02,86,Cooperation,"Job requires being pleasant with others on the job and displaying a good-natured, cooperative attitude.Related occupations"
https://www.onetonline.org/link/details/19-2041.02,81,Integrity,Job requires being honest and ethical.Related occupations
https://www.onetonline.org/link/details/19-2041.02,80,Initiative,Job requires a willingness to take on responsibilities and challenges.Related occupations
https://www.onetonline.org/link/details/19-2041.02,76,Adaptability/Flexibility,Job requires being open to change (positive or negative) and to considerable variety in the workplace.Related occupations
https://www.onetonline.org/link/details/19-2041.02,76,Attention to Detail,Job requires being careful about detail and thorough in completing work tasks.Related occupations
https://www.onetonline.org/link/details/19-2041.02,75,Dependability,"Job requires being reliable, responsible, and dependable, and fulfilling obligations.Related occupations"
https://www.onetonline.org/link/details/19-2041.02,74,Analytical Thinking,Job requires analyzing information and using logic to address work-related issues and problems.Related occupations
https://www.onetonline.org/link/details/19-2041.02,73,Persistence,Job requires persistence in the face of obstacles.Related occupations
https://www.onetonline.org/link/details/19-2041.02,71,Achievement/Effort,Job requires establishing and maintaining personally challenging achievement goals and exerting effort toward mastering tasks.Related occupations
https://www.onetonline.org/link/details/19-2041.02,69,Independence,"Job requires developing one's own ways of doing things, guiding oneself with little or no supervision, and depending on oneself to get things done.Related occupations"
https://www.onetonline.org/link/details/19-2041.02,69,Stress Tolerance,Job requires accepting criticism and dealing calmly and effectively with high-stress situations.Related occupations
https://www.onetonline.org/link/details/19-2041.02,63,Leadership,"Job requires a willingness to lead, take charge, and offer opinions and direction.Related occupations"
https://www.onetonline.org/link/details/19-2041.02,63,Self-Control,"Job requires maintaining composure, keeping emotions in check, controlling anger, and avoiding aggressive behavior, even in very difficult situations.Related occupations"
https://www.onetonline.org/link/details/19-2041.02,61,Innovation,Job requires creativity and alternative thinking to develop new ideas for and answers to work-related problems.Related occupations
https://www.onetonline.org/link/details/19-2041.02,55,Concern for Others,Job requires being sensitive to others' needs and feelings and being understanding and helpful on the job.Related occupations
https://www.onetonline.org/link/details/19-2041.02,51,Social Orientation,"Job requires preferring to work with others rather than alone, and being personally connected with others on the job.Related occupations"
https://www.onetonline.org/link/details/19-4042.00,88,Integrity,Job requires being honest and ethical.Related occupations
https://www.onetonline.org/link/details/19-4042.00,83,Attention to Detail,Job requires being careful about detail and thorough in completing work tasks.Related occupations
https://www.onetonline.org/link/details/19-4042.00,79,Dependability,"Job requires being reliable, responsible, and dependable, and fulfilling obligations.Related occupations"
https://www.onetonline.org/link/details/19-4042.00,74,Adaptability/Flexibility,Job requires being open to change (positive or negative) and to considerable variety in the workplace.Related occupations
https://www.onetonline.org/link/details/19-4042.00,73,Cooperation,"Job requires being pleasant with others on the job and displaying a good-natured, cooperative attitude.Related occupations"
https://www.onetonline.org/link/details/19-4042.00,71,Persistence,Job requires persistence in the face of obstacles.Related occupations
https://www.onetonline.org/link/details/19-4042.00,69,Stress Tolerance,Job requires accepting criticism and dealing calmly and effectively with high-stress situations.Related occupations
https://www.onetonline.org/link/details/19-4042.00,68,Analytical Thinking,Job requires analyzing information and using logic to address work-related issues and problems.Related occupations
https://www.onetonline.org/link/details/19-4042.00,67,Achievement/Effort,Job requires establishing and maintaining personally challenging achievement goals and exerting effort toward mastering tasks.Related occupations
https://www.onetonline.org/link/details/19-4042.00,66,Initiative,Job requires a willingness to take on responsibilities and challenges.Related occupations
https://www.onetonline.org/link/details/19-4042.00,66,Self-Control,"Job requires maintaining composure, keeping emotions in check, controlling anger, and avoiding aggressive behavior, even in very difficult situations.Related occupations"
https://www.onetonline.org/link/details/19-4042.00,64,Independence,"Job requires developing one's own ways of doing things, guiding oneself with little or no supervision, and depending on oneself to get things done.Related occupations"
https://www.onetonline.org/link/details/19-4042.00,55,Concern for Others,Job requires being sensitive to others' needs and feelings and being understanding and helpful on the job.Related occupations
https://www.onetonline.org/link/details/19-4042.00,55,Leadership,"Job requires a willingness to lead, take charge, and offer opinions and direction.Related occupations"
https://www.onetonline.org/link/details/19-4042.00,46,Innovation,Job requires creativity and alternative thinking to develop new ideas for and answers to work-related problems.Related occupations
https://www.onetonline.org/link/details/19-4042.00,41,Social Orientation,"Job requires preferring to work with others rather than alone, and being personally connected with others on the job.Related occupations"
https://www.onetonline.org/link/details/25-1053.00,90,Analytical Thinking,Job requires analyzing information and using logic to address work-related issues and problems.Related occupations
https://www.onetonline.org/link/details/25-1053.00,90,Initiative,Job requires a willingness to take on responsibilities and challenges.Related occupations
https://www.onetonline.org/link/details/25-1053.00,90,Integrity,Job requires being honest and ethical.Related occupations
https://www.onetonline.org/link/details/25-1053.00,88,Persistence,Job requires persistence in the face of obstacles.Related occupations
https://www.onetonline.org/link/details/25-1053.00,87,Achievement/Effort,Job requires establishing and maintaining personally challenging achievement goals and exerting effort toward mastering tasks.Related occupations
https://www.onetonline.org/link/details/25-1053.00,86,Independence,"Job requires developing one's own ways of doing things, guiding oneself with little or no supervision, and depending on oneself to get things done.Related occupations"
https://www.onetonline.org/link/details/25-1053.00,85,Dependability,"Job requires being reliable, responsible, and dependable, and fulfilling obligations.Related occupations"
https://www.onetonline.org/link/details/25-1053.00,84,Cooperation,"Job requires being pleasant with others on the job and displaying a good-natured, cooperative attitude.Related occupations"
https://www.onetonline.org/link/details/25-1053.00,82,Innovation,Job requires creativity and alternative thinking to develop new ideas for and answers to work-related problems.Related occupations
https://www.onetonline.org/link/details/25-1053.00,81,Attention to Detail,Job requires being careful about detail and thorough in completing work tasks.Related occupations
https://www.onetonline.org/link/details/25-1053.00,80,Leadership,"Job requires a willingness to lead, take charge, and offer opinions and direction.Related occupations"
https://www.onetonline.org/link/details/25-1053.00,77,Adaptability/Flexibility,Job requires being open to change (positive or negative) and to considerable variety in the workplace.Related occupations
https://www.onetonline.org/link/details/25-1053.00,76,Stress Tolerance,Job requires accepting criticism and dealing calmly and effectively with high-stress situations.Related occupations
https://www.onetonline.org/link/details/25-1053.00,74,Self-Control,"Job requires maintaining composure, keeping emotions in check, controlling anger, and avoiding aggressive behavior, even in very difficult situations.Related occupations"
https://www.onetonline.org/link/details/25-1053.00,73,Concern for Others,Job requires being sensitive to others' needs and feelings and being understanding and helpful on the job.Related occupations
https://www.onetonline.org/link/details/25-1053.00,60,Social Orientation,"Job requires preferring to work with others rather than alone, and being personally connected with others on the job.Related occupations"
https://www.onetonline.org/link/details/19-2041.00,90,Integrity,Job requires being honest and ethical.Related occupations
https://www.onetonline.org/link/details/19-2041.00,83,Analytical Thinking,Job requires analyzing information and using logic to address work-related issues and problems.Related occupations
https://www.onetonline.org/link/details/19-2041.00,83,Attention to Detail,Job requires being careful about detail and thorough in completing work tasks.Related occupations
https://www.onetonline.org/link/details/19-2041.00,81,Cooperation,"Job requires being pleasant with others on the job and displaying a good-natured, cooperative attitude.Related occupations"
https://www.onetonline.org/link/details/19-2041.00,81,Dependability,"Job requires being reliable, responsible, and dependable, and fulfilling obligations.Related occupations"
https://www.onetonline.org/link/details/19-2041.00,76,Adaptability/Flexibility,Job requires being open to change (positive or negative) and to considerable variety in the workplace.Related occupations
https://www.onetonline.org/link/details/19-2041.00,75,Initiative,Job requires a willingness to take on responsibilities and challenges.Related occupations
https://www.onetonline.org/link/details/19-2041.00,72,Achievement/Effort,Job requires establishing and maintaining personally challenging achievement goals and exerting effort toward mastering tasks.Related occupations
https://www.onetonline.org/link/details/19-2041.00,71,Independence,"Job requires developing one's own ways of doing things, guiding oneself with little or no supervision, and depending on oneself to get things done.Related occupations"
https://www.onetonline.org/link/details/19-2041.00,71,Persistence,Job requires persistence in the face of obstacles.Related occupations
https://www.onetonline.org/link/details/19-2041.00,71,Self-Control,"Job requires maintaining composure, keeping emotions in check, controlling anger, and avoiding aggressive behavior, even in very difficult situations.Related occupations"
https://www.onetonline.org/link/details/19-2041.00,71,Stress Tolerance,Job requires accepting criticism and dealing calmly and effectively with high-stress situations.Related occupations
https://www.onetonline.org/link/details/19-2041.00,66,Concern for Others,Job requires being sensitive to others' needs and feelings and being understanding and helpful on the job.Related occupations
https://www.onetonline.org/link/details/19-2041.00,66,Leadership,"Job requires a willingness to lead, take charge, and offer opinions and direction.Related occupations"
https://www.onetonline.org/link/details/19-2041.00,52,Social Orientation,"Job requires preferring to work with others rather than alone, and being personally connected with others on the job.Related occupations"
https://www.onetonline.org/link/details/19-2041.00,47,Innovation,Job requires creativity and alternative thinking to develop new ideas for and answers to work-related problems.Related occupations
https://www.onetonline.org/link/details/19-1041.00,96,Analytical Thinking,Job requires analyzing information and using logic to address work-related issues and problems.Related occupations
https://www.onetonline.org/link/details/19-1041.00,90,Integrity,Job requires being honest and ethical.Related occupations
https://www.onetonline.org/link/details/19-1041.00,89,Attention to Detail,Job requires being careful about detail and thorough in completing work tasks.Related occupations
https://www.onetonline.org/link/details/19-1041.00,86,Initiative,Job requires a willingness to take on responsibilities and challenges.Related occupations
https://www.onetonline.org/link/details/19-1041.00,85,Dependability,"Job requires being reliable, responsible, and dependable, and fulfilling obligations.Related occupations"
https://www.onetonline.org/link/details/19-1041.00,82,Cooperation,"Job requires being pleasant with others on the job and displaying a good-natured, cooperative attitude.Related occupations"
https://www.onetonline.org/link/details/19-1041.00,82,Persistence,Job requires persistence in the face of obstacles.Related occupations
https://www.onetonline.org/link/details/19-1041.00,78,Independence,"Job requires developing one's own ways of doing things, guiding oneself with little or no supervision, and depending on oneself to get things done.Related occupations"
https://www.onetonline.org/link/details/19-1041.00,77,Innovation,Job requires creativity and alternative thinking to develop new ideas for and answers to work-related problems.Related occupations
https://www.onetonline.org/link/details/19-1041.00,75,Achievement/Effort,Job requires establishing and maintaining personally challenging achievement goals and exerting effort toward mastering tasks.Related occupations
https://www.onetonline.org/link/details/19-1041.00,75,Leadership,"Job requires a willingness to lead, take charge, and offer opinions and direction.Related occupations"
https://www.onetonline.org/link/details/19-1041.00,71,Adaptability/Flexibility,Job requires being open to change (positive or negative) and to considerable variety in the workplace.Related occupations
https://www.onetonline.org/link/details/19-1041.00,64,Stress Tolerance,Job requires accepting criticism and dealing calmly and effectively with high-stress situations.Related occupations
https://www.onetonline.org/link/details/19-1041.00,63,Concern for Others,Job requires being sensitive to others' needs and feelings and being understanding and helpful on the job.Related occupations
https://www.onetonline.org/link/details/19-1041.00,56,Self-Control,"Job requires maintaining composure, keeping emotions in check, controlling anger, and avoiding aggressive behavior, even in very difficult situations.Related occupations"
https://www.onetonline.org/link/details/19-1041.00,52,Social Orientation,"Job requires preferring to work with others rather than alone, and being personally connected with others on the job.Related occupations"
https://www.onetonline.org/link/details/13-1041.03,93,Integrity,Job requires being honest and ethical.Related occupations
https://www.onetonline.org/link/details/13-1041.03,89,Attention to Detail,Job requires being careful about detail and thorough in completing work tasks.Related occupations
https://www.onetonline.org/link/details/13-1041.03,87,Analytical Thinking,Job requires analyzing information and using logic to address work-related issues and problems.Related occupations
https://www.onetonline.org/link/details/13-1041.03,87,Dependability,"Job requires being reliable, responsible, and dependable, and fulfilling obligations.Related occupations"
https://www.onetonline.org/link/details/13-1041.03,85,Self-Control,"Job requires maintaining composure, keeping emotions in check, controlling anger, and avoiding aggressive behavior, even in very difficult situations.Related occupations"
https://www.onetonline.org/link/details/13-1041.03,85,Stress Tolerance,Job requires accepting criticism and dealing calmly and effectively with high-stress situations.Related occupations
https://www.onetonline.org/link/details/13-1041.03,80,Cooperation,"Job requires being pleasant with others on the job and displaying a good-natured, cooperative attitude.Related occupations"
https://www.onetonline.org/link/details/13-1041.03,79,Initiative,Job requires a willingness to take on responsibilities and challenges.Related occupations
https://www.onetonline.org/link/details/13-1041.03,78,Concern for Others,Job requires being sensitive to others' needs and feelings and being understanding and helpful on the job.Related occupations
https://www.onetonline.org/link/details/13-1041.03,76,Independence,"Job requires developing one's own ways of doing things, guiding oneself with little or no supervision, and depending on oneself to get things done.Related occupations"
https://www.onetonline.org/link/details/13-1041.03,76,Persistence,Job requires persistence in the face of obstacles.Related occupations
https://www.onetonline.org/link/details/13-1041.03,72,Adaptability/Flexibility,Job requires being open to change (positive or negative) and to considerable variety in the workplace.Related occupations
https://www.onetonline.org/link/details/13-1041.03,71,Achievement/Effort,Job requires establishing and maintaining personally challenging achievement goals and exerting effort toward mastering tasks.Related occupations
https://www.onetonline.org/link/details/13-1041.03,69,Leadership,"Job requires a willingness to lead, take charge, and offer opinions and direction.Related occupations"
https://www.onetonline.org/link/details/13-1041.03,56,Social Orientation,"Job requires preferring to work with others rather than alone, and being personally connected with others on the job.Related occupations"
https://www.onetonline.org/link/details/13-1041.03,53,Innovation,Job requires creativity and alternative thinking to develop new ideas for and answers to work-related problems.Related occupations
https://www.onetonline.org/link/details/51-9194.00,92,Attention to Detail,Job requires being careful about detail and thorough in completing work tasks.Related occupations
https://www.onetonline.org/link/details/51-9194.00,87,Independence,"Job requires developing one's own ways of doing things, guiding oneself with little or no supervision, and depending on oneself to get things done.Related occupations"
https://www.onetonline.org/link/details/51-9194.00,85,Dependability,"Job requires being reliable, responsible, and dependable, and fulfilling obligations.Related occupations"
https://www.onetonline.org/link/details/51-9194.00,75,Achievement/Effort,Job requires establishing and maintaining personally challenging achievement goals and exerting effort toward mastering tasks.Related occupations
https://www.onetonline.org/link/details/51-9194.00,75,Persistence,Job requires persistence in the face of obstacles.Related occupations
https://www.onetonline.org/link/details/51-9194.00,73,Cooperation,"Job requires being pleasant with others on the job and displaying a good-natured, cooperative attitude.Related occupations"
https://www.onetonline.org/link/details/51-9194.00,70,Initiative,Job requires a willingness to take on responsibilities and challenges.Related occupations
https://www.onetonline.org/link/details/51-9194.00,69,Self-Control,"Job requires maintaining composure, keeping emotions in check, controlling anger, and avoiding aggressive behavior, even in very difficult situations.Related occupations"
https://www.onetonline.org/link/details/51-9194.00,68,Analytical Thinking,Job requires analyzing information and using logic to address work-related issues and problems.Related occupations
https://www.onetonline.org/link/details/51-9194.00,68,Integrity,Job requires being honest and ethical.Related occupations
https://www.onetonline.org/link/details/51-9194.00,67,Stress Tolerance,Job requires accepting criticism and dealing calmly and effectively with high-stress situations.Related occupations
https://www.onetonline.org/link/details/51-9194.00,63,Adaptability/Flexibility,Job requires being open to change (positive or negative) and to considerable variety in the workplace.Related occupations
https://www.onetonline.org/link/details/51-9194.00,63,Innovation,Job requires creativity and alternative thinking to develop new ideas for and answers to work-related problems.Related occupations
https://www.onetonline.org/link/details/51-9194.00,61,Concern for Others,Job requires being sensitive to others' needs and feelings and being understanding and helpful on the job.Related occupations
https://www.onetonline.org/link/details/51-9194.00,57,Leadership,"Job requires a willingness to lead, take charge, and offer opinions and direction.Related occupations"
https://www.onetonline.org/link/details/51-9194.00,41,Social Orientation,"Job requires preferring to work with others rather than alone, and being personally connected with others on the job.Related occupations"
https://www.onetonline.org/link/details/47-5022.00,83,Dependability,"Job requires being reliable, responsible, and dependable, and fulfilling obligations.Related occupations"
https://www.onetonline.org/link/details/47-5022.00,74,Attention to Detail,Job requires being careful about detail and thorough in completing work tasks.Related occupations
https://www.onetonline.org/link/details/47-5022.00,67,Stress Tolerance,Job requires accepting criticism and dealing calmly and effectively with high-stress situations.Related occupations
https://www.onetonline.org/link/details/47-5022.00,65,Adaptability/Flexibility,Job requires being open to change (positive or negative) and to considerable variety in the workplace.Related occupations
https://www.onetonline.org/link/details/47-5022.00,65,Cooperation,"Job requires being pleasant with others on the job and displaying a good-natured, cooperative attitude.Related occupations"
https://www.onetonline.org/link/details/47-5022.00,65,Integrity,Job requires being honest and ethical.Related occupations
https://www.onetonline.org/link/details/47-5022.00,62,Achievement/Effort,Job requires establishing and maintaining personally challenging achievement goals and exerting effort toward mastering tasks.Related occupations
https://www.onetonline.org/link/details/47-5022.00,62,Self-Control,"Job requires maintaining composure, keeping emotions in check, controlling anger, and avoiding aggressive behavior, even in very difficult situations.Related occupations"
https://www.onetonline.org/link/details/47-5022.00,61,Concern for Others,Job requires being sensitive to others' needs and feelings and being understanding and helpful on the job.Related occupations
https://www.onetonline.org/link/details/47-5022.00,61,Independence,"Job requires developing one's own ways of doing things, guiding oneself with little or no supervision, and depending on oneself to get things done.Related occupations"
https://www.onetonline.org/link/details/47-5022.00,61,Initiative,Job requires a willingness to take on responsibilities and challenges.Related occupations
https://www.onetonline.org/link/details/47-5022.00,61,Persistence,Job requires persistence in the face of obstacles.Related occupations
https://www.onetonline.org/link/details/47-5022.00,55,Innovation,Job requires creativity and alternative thinking to develop new ideas for and answers to work-related problems.Related occupations
https://www.onetonline.org/link/details/47-5022.00,54,Social Orientation,"Job requires preferring to work with others rather than alone, and being personally connected with others on the job.Related occupations"
https://www.onetonline.org/link/details/47-5022.00,52,Leadership,"Job requires a willingness to lead, take charge, and offer opinions and direction.Related occupations"
https://www.onetonline.org/link/details/47-5022.00,50,Analytical Thinking,Job requires analyzing information and using logic to address work-related issues and problems.Related occupations
https://www.onetonline.org/link/details/43-6011.00,90,Attention to Detail,Job requires being careful about detail and thorough in completing work tasks.Related occupations
https://www.onetonline.org/link/details/43-6011.00,90,Integrity,Job requires being honest and ethical.Related occupations
https://www.onetonline.org/link/details/43-6011.00,89,Dependability,"Job requires being reliable, responsible, and dependable, and fulfilling obligations.Related occupations"
https://www.onetonline.org/link/details/43-6011.00,87,Cooperation,"Job requires being pleasant with others on the job and displaying a good-natured, cooperative attitude.Related occupations"
https://www.onetonline.org/link/details/43-6011.00,79,Adaptability/Flexibility,Job requires being open to change (positive or negative) and to considerable variety in the workplace.Related occupations
https://www.onetonline.org/link/details/43-6011.00,79,Concern for Others,Job requires being sensitive to others' needs and feelings and being understanding and helpful on the job.Related occupations
https://www.onetonline.org/link/details/43-6011.00,78,Self-Control,"Job requires maintaining composure, keeping emotions in check, controlling anger, and avoiding aggressive behavior, even in very difficult situations.Related occupations"
https://www.onetonline.org/link/details/43-6011.00,77,Initiative,Job requires a willingness to take on responsibilities and challenges.Related occupations
https://www.onetonline.org/link/details/43-6011.00,76,Independence,"Job requires developing one's own ways of doing things, guiding oneself with little or no supervision, and depending on oneself to get things done.Related occupations"
https://www.onetonline.org/link/details/43-6011.00,71,Persistence,Job requires persistence in the face of obstacles.Related occupations
https://www.onetonline.org/link/details/43-6011.00,71,Social Orientation,"Job requires preferring to work with others rather than alone, and being personally connected with others on the job.Related occupations"
https://www.onetonline.org/link/details/43-6011.00,71,Stress Tolerance,Job requires accepting criticism and dealing calmly and effectively with high-stress situations.Related occupations
https://www.onetonline.org/link/details/43-6011.00,66,Achievement/Effort,Job requires establishing and maintaining personally challenging achievement goals and exerting effort toward mastering tasks.Related occupations
https://www.onetonline.org/link/details/43-6011.00,63,Analytical Thinking,Job requires analyzing information and using logic to address work-related issues and problems.Related occupations
https://www.onetonline.org/link/details/43-6011.00,63,Innovation,Job requires creativity and alternative thinking to develop new ideas for and answers to work-related problems.Related occupations
https://www.onetonline.org/link/details/43-6011.00,63,Leadership,"Job requires a willingness to lead, take charge, and offer opinions and direction.Related occupations"
https://www.onetonline.org/link/details/29-1128.00,93,Dependability,"Job requires being reliable, responsible, and dependable, and fulfilling obligations.Related occupations"
https://www.onetonline.org/link/details/29-1128.00,92,Integrity,Job requires being honest and ethical.Related occupations
https://www.onetonline.org/link/details/29-1128.00,89,Concern for Others,Job requires being sensitive to others' needs and feelings and being understanding and helpful on the job.Related occupations
https://www.onetonline.org/link/details/29-1128.00,83,Cooperation,"Job requires being pleasant with others on the job and displaying a good-natured, cooperative attitude.Related occupations"
https://www.onetonline.org/link/details/29-1128.00,83,Self-Control,"Job requires maintaining composure, keeping emotions in check, controlling anger, and avoiding aggressive behavior, even in very difficult situations.Related occupations"
https://www.onetonline.org/link/details/29-1128.00,81,Attention to Detail,Job requires being careful about detail and thorough in completing work tasks.Related occupations
https://www.onetonline.org/link/details/29-1128.00,80,Social Orientation,"Job requires preferring to work with others rather than alone, and being personally connected with others on the job.Related occupations"
https://www.onetonline.org/link/details/29-1128.00,76,Initiative,Job requires a willingness to take on responsibilities and challenges.Related occupations
https://www.onetonline.org/link/details/29-1128.00,73,Achievement/Effort,Job requires establishing and maintaining personally challenging achievement goals and exerting effort toward mastering tasks.Related occupations
https://www.onetonline.org/link/details/29-1128.00,72,Stress Tolerance,Job requires accepting criticism and dealing calmly and effectively with high-stress situations.Related occupations
https://www.onetonline.org/link/details/29-1128.00,71,Independence,"Job requires developing one's own ways of doing things, guiding oneself with little or no supervision, and depending on oneself to get things done.Related occupations"
https://www.onetonline.org/link/details/29-1128.00,71,Persistence,Job requires persistence in the face of obstacles.Related occupations
https://www.onetonline.org/link/details/29-1128.00,69,Adaptability/Flexibility,Job requires being open to change (positive or negative) and to considerable variety in the workplace.Related occupations
https://www.onetonline.org/link/details/29-1128.00,68,Analytical Thinking,Job requires analyzing information and using logic to address work-related issues and problems.Related occupations
https://www.onetonline.org/link/details/29-1128.00,68,Leadership,"Job requires a willingness to lead, take charge, and offer opinions and direction.Related occupations"
https://www.onetonline.org/link/details/29-1128.00,59,Innovation,Job requires creativity and alternative thinking to develop new ideas for and answers to work-related problems.Related occupations
https://www.onetonline.org/link/details/39-9031.00,91,Dependability,"Job requires being reliable, responsible, and dependable, and fulfilling obligations.Related occupations"
https://www.onetonline.org/link/details/39-9031.00,88,Concern for Others,Job requires being sensitive to others' needs and feelings and being understanding and helpful on the job.Related occupations
https://www.onetonline.org/link/details/39-9031.00,83,Integrity,Job requires being honest and ethical.Related occupations
https://www.onetonline.org/link/details/39-9031.00,79,Social Orientation,"Job requires preferring to work with others rather than alone, and being personally connected with others on the job.Related occupations"
https://www.onetonline.org/link/details/39-9031.00,78,Self-Control,"Job requires maintaining composure, keeping emotions in check, controlling anger, and avoiding aggressive behavior, even in very difficult situations.Related occupations"
https://www.onetonline.org/link/details/39-9031.00,76,Independence,"Job requires developing one's own ways of doing things, guiding oneself with little or no supervision, and depending on oneself to get things done.Related occupations"
https://www.onetonline.org/link/details/39-9031.00,76,Leadership,"Job requires a willingness to lead, take charge, and offer opinions and direction.Related occupations"
