URL,Importance,Interest,Interest Description
https://www.onetonline.org/link/details/51-4032.00,0,Enterprising,"Work involves managing, negotiating, marketing, or selling, typically in a business setting, or leading or advising people in political and legal situations.  occupations are often associated with business initiatives, sales, marketing/advertising, finance, management/administration, professional advising, public speaking, politics, or law.Related occupations"
https://www.onetonline.org/link/details/51-4032.00,0,Social,"Work involves helping, teaching, advising, assisting, or providing service to others.  occupations are often associated with social, health care, personal service, teaching/education, or religious activities.Related occupations"
https://www.onetonline.org/link/details/53-3031.00,78,Realistic,"Work involves designing, building, or repairing of equipment, materials, or structures, engaging in physical activity, or working outdoors.  occupations are often associated with engineering, mechanics and electronics, construction, woodworking, transportation, machine operation, agriculture, animal services, physical or manual labor, athletics, or protective services.Related occupations"
https://www.onetonline.org/link/details/53-3031.00,57,Conventional,"Work involves following procedures and regulations to organize information or data, typically in a business setting.  occupations are often associated with office work, accounting, mathematics/statistics, information technology, finance, or human resources.Related occupations"
https://www.onetonline.org/link/details/53-3031.00,41,Enterprising,"Work involves managing, negotiating, marketing, or selling, typically in a business setting, or leading or advising people in political and legal situations.  occupations are often associated with business initiatives, sales, marketing/advertising, finance, management/administration, professional advising, public speaking, politics, or law.Related occupations"
https://www.onetonline.org/link/details/53-3031.00,24,Social,"Work involves helping, teaching, advising, assisting, or providing service to others.  occupations are often associated with social, health care, personal service, teaching/education, or religious activities.Related occupations"
https://www.onetonline.org/link/details/53-3031.00,0,Artistic,"Work involves creating original visual artwork, performances, written works, food, or music for a variety of media, or applying artistic principles to the design of various objects and materials.  occupations are often associated with visual arts, applied arts and design, performing arts, music, creative writing, media, or culinary art.Related occupations"
https://www.onetonline.org/link/details/53-3031.00,0,Investigative,"Work involves studying and researching non-living objects, living organisms, disease or other forms of impairment, or human behavior.  occupations are often associated with physical, life, medical, or social sciences, and can be found in the fields of humanities, mathematics/statistics, information technology, or health care service.Related occupations"
https://www.onetonline.org/link/details/47-2081.00,100,Realistic,"Work involves designing, building, or repairing of equipment, materials, or structures, engaging in physical activity, or working outdoors.  occupations are often associated with engineering, mechanics and electronics, construction, woodworking, transportation, machine operation, agriculture, animal services, physical or manual labor, athletics, or protective services.Related occupations"
https://www.onetonline.org/link/details/47-2081.00,35,Conventional,"Work involves following procedures and regulations to organize information or data, typically in a business setting.  occupations are often associated with office work, accounting, mathematics/statistics, information technology, finance, or human resources.Related occupations"
https://www.onetonline.org/link/details/47-2081.00,22,Artistic,"Work involves creating original visual artwork, performances, written works, food, or music for a variety of media, or applying artistic principles to the design of various objects and materials.  occupations are often associated with visual arts, applied arts and design, performing arts, music, creative writing, media, or culinary art.Related occupations"
https://www.onetonline.org/link/details/47-2081.00,16,Investigative,"Work involves studying and researching non-living objects, living organisms, disease or other forms of impairment, or human behavior.  occupations are often associated with physical, life, medical, or social sciences, and can be found in the fields of humanities, mathematics/statistics, information technology, or health care service.Related occupations"
https://www.onetonline.org/link/details/47-2081.00,3,Social,"Work involves helping, teaching, advising, assisting, or providing service to others.  occupations are often associated with social, health care, personal service, teaching/education, or religious activities.Related occupations"
https://www.onetonline.org/link/details/47-2081.00,0,Enterprising,"Work involves managing, negotiating, marketing, or selling, typically in a business setting, or leading or advising people in political and legal situations.  occupations are often associated with business initiatives, sales, marketing/advertising, finance, management/administration, professional advising, public speaking, politics, or law.Related occupations"
https://www.onetonline.org/link/details/47-5023.00,100,Realistic,"Work involves designing, building, or repairing of equipment, materials, or structures, engaging in physical activity, or working outdoors.  occupations are often associated with engineering, mechanics and electronics, construction, woodworking, transportation, machine operation, agriculture, animal services, physical or manual labor, athletics, or protective services.Related occupations"
https://www.onetonline.org/link/details/47-5023.00,45,Conventional,"Work involves following procedures and regulations to organize information or data, typically in a business setting.  occupations are often associated with office work, accounting, mathematics/statistics, information technology, finance, or human resources.Related occupations"
https://www.onetonline.org/link/details/47-5023.00,43,Investigative,"Work involves studying and researching non-living objects, living organisms, disease or other forms of impairment, or human behavior.  occupations are often associated with physical, life, medical, or social sciences, and can be found in the fields of humanities, mathematics/statistics, information technology, or health care service.Related occupations"
https://www.onetonline.org/link/details/47-5023.00,12,Enterprising,"Work involves managing, negotiating, marketing, or selling, typically in a business setting, or leading or advising people in political and legal situations.  occupations are often associated with business initiatives, sales, marketing/advertising, finance, management/administration, professional advising, public speaking, politics, or law.Related occupations"
https://www.onetonline.org/link/details/47-5023.00,3,Social,"Work involves helping, teaching, advising, assisting, or providing service to others.  occupations are often associated with social, health care, personal service, teaching/education, or religious activities.Related occupations"
https://www.onetonline.org/link/details/47-5023.00,2,Artistic,"Work involves creating original visual artwork, performances, written works, food, or music for a variety of media, or applying artistic principles to the design of various objects and materials.  occupations are often associated with visual arts, applied arts and design, performing arts, music, creative writing, media, or culinary art.Related occupations"
https://www.onetonline.org/link/details/25-1063.00,87,Social,"Work involves helping, teaching, advising, assisting, or providing service to others.  occupations are often associated with social, health care, personal service, teaching/education, or religious activities.Related occupations"
https://www.onetonline.org/link/details/25-1063.00,76,Investigative,"Work involves studying and researching non-living objects, living organisms, disease or other forms of impairment, or human behavior.  occupations are often associated with physical, life, medical, or social sciences, and can be found in the fields of humanities, mathematics/statistics, information technology, or health care service.Related occupations"
https://www.onetonline.org/link/details/25-1063.00,48,Conventional,"Work involves following procedures and regulations to organize information or data, typically in a business setting.  occupations are often associated with office work, accounting, mathematics/statistics, information technology, finance, or human resources.Related occupations"
https://www.onetonline.org/link/details/25-1063.00,40,Enterprising,"Work involves managing, negotiating, marketing, or selling, typically in a business setting, or leading or advising people in political and legal situations.  occupations are often associated with business initiatives, sales, marketing/advertising, finance, management/administration, professional advising, public speaking, politics, or law.Related occupations"
https://www.onetonline.org/link/details/25-1063.00,34,Artistic,"Work involves creating original visual artwork, performances, written works, food, or music for a variety of media, or applying artistic principles to the design of various objects and materials.  occupations are often associated with visual arts, applied arts and design, performing arts, music, creative writing, media, or culinary art.Related occupations"
https://www.onetonline.org/link/details/25-1063.00,29,Realistic,"Work involves designing, building, or repairing of equipment, materials, or structures, engaging in physical activity, or working outdoors.  occupations are often associated with engineering, mechanics and electronics, construction, woodworking, transportation, machine operation, agriculture, animal services, physical or manual labor, athletics, or protective services.Related occupations"
https://www.onetonline.org/link/details/19-3011.00,100,Investigative,"Work involves studying and researching non-living objects, living organisms, disease or other forms of impairment, or human behavior.  occupations are often associated with physical, life, medical, or social sciences, and can be found in the fields of humanities, mathematics/statistics, information technology, or health care service.Related occupations"
https://www.onetonline.org/link/details/19-3011.00,56,Conventional,"Work involves following procedures and regulations to organize information or data, typically in a business setting.  occupations are often associated with office work, accounting, mathematics/statistics, information technology, finance, or human resources.Related occupations"
https://www.onetonline.org/link/details/19-3011.00,47,Enterprising,"Work involves managing, negotiating, marketing, or selling, typically in a business setting, or leading or advising people in political and legal situations.  occupations are often associated with business initiatives, sales, marketing/advertising, finance, management/administration, professional advising, public speaking, politics, or law.Related occupations"
https://www.onetonline.org/link/details/19-3011.00,25,Artistic,"Work involves creating original visual artwork, performances, written works, food, or music for a variety of media, or applying artistic principles to the design of various objects and materials.  occupations are often associated with visual arts, applied arts and design, performing arts, music, creative writing, media, or culinary art.Related occupations"
https://www.onetonline.org/link/details/19-3011.00,20,Social,"Work involves helping, teaching, advising, assisting, or providing service to others.  occupations are often associated with social, health care, personal service, teaching/education, or religious activities.Related occupations"
https://www.onetonline.org/link/details/19-3011.00,9,Realistic,"Work involves designing, building, or repairing of equipment, materials, or structures, engaging in physical activity, or working outdoors.  occupations are often associated with engineering, mechanics and electronics, construction, woodworking, transportation, machine operation, agriculture, animal services, physical or manual labor, athletics, or protective services.Related occupations"
https://www.onetonline.org/link/details/27-3041.00,69,Artistic,"Work involves creating original visual artwork, performances, written works, food, or music for a variety of media, or applying artistic principles to the design of various objects and materials.  occupations are often associated with visual arts, applied arts and design, performing arts, music, creative writing, media, or culinary art.Related occupations"
https://www.onetonline.org/link/details/27-3041.00,64,Conventional,"Work involves following procedures and regulations to organize information or data, typically in a business setting.  occupations are often associated with office work, accounting, mathematics/statistics, information technology, finance, or human resources.Related occupations"
https://www.onetonline.org/link/details/27-3041.00,51,Enterprising,"Work involves managing, negotiating, marketing, or selling, typically in a business setting, or leading or advising people in political and legal situations.  occupations are often associated with business initiatives, sales, marketing/advertising, finance, management/administration, professional advising, public speaking, politics, or law.Related occupations"
https://www.onetonline.org/link/details/27-3041.00,35,Investigative,"Work involves studying and researching non-living objects, living organisms, disease or other forms of impairment, or human behavior.  occupations are often associated with physical, life, medical, or social sciences, and can be found in the fields of humanities, mathematics/statistics, information technology, or health care service.Related occupations"
https://www.onetonline.org/link/details/27-3041.00,25,Social,"Work involves helping, teaching, advising, assisting, or providing service to others.  occupations are often associated with social, health care, personal service, teaching/education, or religious activities.Related occupations"
https://www.onetonline.org/link/details/27-3041.00,0,Realistic,"Work involves designing, building, or repairing of equipment, materials, or structures, engaging in physical activity, or working outdoors.  occupations are often associated with engineering, mechanics and electronics, construction, woodworking, transportation, machine operation, agriculture, animal services, physical or manual labor, athletics, or protective services.Related occupations"
https://www.onetonline.org/link/details/11-9032.00,81,Social,"Work involves helping, teaching, advising, assisting, or providing service to others.  occupations are often associated with social, health care, personal service, teaching/education, or religious activities.Related occupations"
https://www.onetonline.org/link/details/11-9032.00,70,Enterprising,"Work involves managing, negotiating, marketing, or selling, typically in a business setting, or leading or advising people in political and legal situations.  occupations are often associated with business initiatives, sales, marketing/advertising, finance, management/administration, professional advising, public speaking, politics, or law.Related occupations"
https://www.onetonline.org/link/details/11-9032.00,58,Conventional,"Work involves following procedures and regulations to organize information or data, typically in a business setting.  occupations are often associated with office work, accounting, mathematics/statistics, information technology, finance, or human resources.Related occupations"
https://www.onetonline.org/link/details/11-9032.00,39,Investigative,"Work involves studying and researching non-living objects, living organisms, disease or other forms of impairment, or human behavior.  occupations are often associated with physical, life, medical, or social sciences, and can be found in the fields of humanities, mathematics/statistics, information technology, or health care service.Related occupations"
https://www.onetonline.org/link/details/11-9032.00,33,Artistic,"Work involves creating original visual artwork, performances, written works, food, or music for a variety of media, or applying artistic principles to the design of various objects and materials.  occupations are often associated with visual arts, applied arts and design, performing arts, music, creative writing, media, or culinary art.Related occupations"
https://www.onetonline.org/link/details/11-9032.00,3,Realistic,"Work involves designing, building, or repairing of equipment, materials, or structures, engaging in physical activity, or working outdoors.  occupations are often associated with engineering, mechanics and electronics, construction, woodworking, transportation, machine operation, agriculture, animal services, physical or manual labor, athletics, or protective services.Related occupations"
https://www.onetonline.org/link/details/11-9033.00,80,Social,"Work involves helping, teaching, advising, assisting, or providing service to others.  occupations are often associated with social, health care, personal service, teaching/education, or religious activities.Related occupations"
https://www.onetonline.org/link/details/11-9033.00,70,Enterprising,"Work involves managing, negotiating, marketing, or selling, typically in a business setting, or leading or advising people in political and legal situations.  occupations are often associated with business initiatives, sales, marketing/advertising, finance, management/administration, professional advising, public speaking, politics, or law.Related occupations"
https://www.onetonline.org/link/details/11-9033.00,61,Conventional,"Work involves following procedures and regulations to organize information or data, typically in a business setting.  occupations are often associated with office work, accounting, mathematics/statistics, information technology, finance, or human resources.Related occupations"
https://www.onetonline.org/link/details/11-9033.00,50,Investigative,"Work involves studying and researching non-living objects, living organisms, disease or other forms of impairment, or human behavior.  occupations are often associated with physical, life, medical, or social sciences, and can be found in the fields of humanities, mathematics/statistics, information technology, or health care service.Related occupations"
https://www.onetonline.org/link/details/11-9033.00,32,Artistic,"Work involves creating original visual artwork, performances, written works, food, or music for a variety of media, or applying artistic principles to the design of various objects and materials.  occupations are often associated with visual arts, applied arts and design, performing arts, music, creative writing, media, or culinary art.Related occupations"
https://www.onetonline.org/link/details/11-9033.00,0,Realistic,"Work involves designing, building, or repairing of equipment, materials, or structures, engaging in physical activity, or working outdoors.  occupations are often associated with engineering, mechanics and electronics, construction, woodworking, transportation, machine operation, agriculture, animal services, physical or manual labor, athletics, or protective services.Related occupations"
https://www.onetonline.org/link/details/11-9031.00,93,Social,"Work involves helping, teaching, advising, assisting, or providing service to others.  occupations are often associated with social, health care, personal service, teaching/education, or religious activities.Related occupations"
https://www.onetonline.org/link/details/11-9031.00,63,Enterprising,"Work involves managing, negotiating, marketing, or selling, typically in a business setting, or leading or advising people in political and legal situations.  occupations are often associated with business initiatives, sales, marketing/advertising, finance, management/administration, professional advising, public speaking, politics, or law.Related occupations"
https://www.onetonline.org/link/details/11-9031.00,55,Conventional,"Work involves following procedures and regulations to organize information or data, typically in a business setting.  occupations are often associated with office work, accounting, mathematics/statistics, information technology, finance, or human resources.Related occupations"
https://www.onetonline.org/link/details/11-9031.00,34,Investigative,"Work involves studying and researching non-living objects, living organisms, disease or other forms of impairment, or human behavior.  occupations are often associated with physical, life, medical, or social sciences, and can be found in the fields of humanities, mathematics/statistics, information technology, or health care service.Related occupations"
https://www.onetonline.org/link/details/11-9031.00,31,Artistic,"Work involves creating original visual artwork, performances, written works, food, or music for a variety of media, or applying artistic principles to the design of various objects and materials.  occupations are often associated with visual arts, applied arts and design, performing arts, music, creative writing, media, or culinary art.Related occupations"
https://www.onetonline.org/link/details/11-9031.00,1,Realistic,"Work involves designing, building, or repairing of equipment, materials, or structures, engaging in physical activity, or working outdoors.  occupations are often associated with engineering, mechanics and electronics, construction, woodworking, transportation, machine operation, agriculture, animal services, physical or manual labor, athletics, or protective services.Related occupations"
https://www.onetonline.org/link/details/25-1081.00,100,Social,"Work involves helping, teaching, advising, assisting, or providing service to others.  occupations are often associated with social, health care, personal service, teaching/education, or religious activities.Related occupations"
https://www.onetonline.org/link/details/25-1081.00,65,Investigative,"Work involves studying and researching non-living objects, living organisms, disease or other forms of impairment, or human behavior.  occupations are often associated with physical, life, medical, or social sciences, and can be found in the fields of humanities, mathematics/statistics, information technology, or health care service.Related occupations"
https://www.onetonline.org/link/details/25-1081.00,42,Artistic,"Work involves creating original visual artwork, performances, written works, food, or music for a variety of media, or applying artistic principles to the design of various objects and materials.  occupations are often associated with visual arts, applied arts and design, performing arts, music, creative writing, media, or culinary art.Related occupations"
https://www.onetonline.org/link/details/25-1081.00,42,Conventional,"Work involves following procedures and regulations to organize information or data, typically in a business setting.  occupations are often associated with office work, accounting, mathematics/statistics, information technology, finance, or human resources.Related occupations"
https://www.onetonline.org/link/details/25-1081.00,28,Realistic,"Work involves designing, building, or repairing of equipment, materials, or structures, engaging in physical activity, or working outdoors.  occupations are often associated with engineering, mechanics and electronics, construction, woodworking, transportation, machine operation, agriculture, animal services, physical or manual labor, athletics, or protective services.Related occupations"
https://www.onetonline.org/link/details/25-1081.00,27,Enterprising,"Work involves managing, negotiating, marketing, or selling, typically in a business setting, or leading or advising people in political and legal situations.  occupations are often associated with business initiatives, sales, marketing/advertising, finance, management/administration, professional advising, public speaking, politics, or law.Related occupations"
https://www.onetonline.org/link/details/21-1012.00,100,Social,"Work involves helping, teaching, advising, assisting, or providing service to others.  occupations are often associated with social, health care, personal service, teaching/education, or religious activities.Related occupations"
https://www.onetonline.org/link/details/21-1012.00,54,Enterprising,"Work involves managing, negotiating, marketing, or selling, typically in a business setting, or leading or advising people in political and legal situations.  occupations are often associated with business initiatives, sales, marketing/advertising, finance, management/administration, professional advising, public speaking, politics, or law.Related occupations"
https://www.onetonline.org/link/details/21-1012.00,40,Artistic,"Work involves creating original visual artwork, performances, written works, food, or music for a variety of media, or applying artistic principles to the design of various objects and materials.  occupations are often associated with visual arts, applied arts and design, performing arts, music, creative writing, media, or culinary art.Related occupations"
https://www.onetonline.org/link/details/21-1012.00,40,Conventional,"Work involves following procedures and regulations to organize information or data, typically in a business setting.  occupations are often associated with office work, accounting, mathematics/statistics, information technology, finance, or human resources.Related occupations"
https://www.onetonline.org/link/details/21-1012.00,39,Investigative,"Work involves studying and researching non-living objects, living organisms, disease or other forms of impairment, or human behavior.  occupations are often associated with physical, life, medical, or social sciences, and can be found in the fields of humanities, mathematics/statistics, information technology, or health care service.Related occupations"
https://www.onetonline.org/link/details/21-1012.00,0,Realistic,"Work involves designing, building, or repairing of equipment, materials, or structures, engaging in physical activity, or working outdoors.  occupations are often associated with engineering, mechanics and electronics, construction, woodworking, transportation, machine operation, agriculture, animal services, physical or manual labor, athletics, or protective services.Related occupations"
https://www.onetonline.org/link/details/49-2092.00,100,Realistic,"Work involves designing, building, or repairing of equipment, materials, or structures, engaging in physical activity, or working outdoors.  occupations are often associated with engineering, mechanics and electronics, construction, woodworking, transportation, machine operation, agriculture, animal services, physical or manual labor, athletics, or protective services.Related occupations"
https://www.onetonline.org/link/details/49-2092.00,52,Conventional,"Work involves following procedures and regulations to organize information or data, typically in a business setting.  occupations are often associated with office work, accounting, mathematics/statistics, information technology, finance, or human resources.Related occupations"
https://www.onetonline.org/link/details/49-2092.00,30,Investigative,"Work involves studying and researching non-living objects, living organisms, disease or other forms of impairment, or human behavior.  occupations are often associated with physical, life, medical, or social sciences, and can be found in the fields of humanities, mathematics/statistics, information technology, or health care service.Related occupations"
https://www.onetonline.org/link/details/49-2092.00,2,Social,"Work involves helping, teaching, advising, assisting, or providing service to others.  occupations are often associated with social, health care, personal service, teaching/education, or religious activities.Related occupations"
https://www.onetonline.org/link/details/49-2092.00,1,Enterprising,"Work involves managing, negotiating, marketing, or selling, typically in a business setting, or leading or advising people in political and legal situations.  occupations are often associated with business initiatives, sales, marketing/advertising, finance, management/administration, professional advising, public speaking, politics, or law.Related occupations"
https://www.onetonline.org/link/details/49-2092.00,0,Artistic,"Work involves creating original visual artwork, performances, written works, food, or music for a variety of media, or applying artistic principles to the design of various objects and materials.  occupations are often associated with visual arts, applied arts and design, performing arts, music, creative writing, media, or culinary art.Related occupations"
https://www.onetonline.org/link/details/17-3023.00,87,Realistic,"Work involves designing, building, or repairing of equipment, materials, or structures, engaging in physical activity, or working outdoors.  occupations are often associated with engineering, mechanics and electronics, construction, woodworking, transportation, machine operation, agriculture, animal services, physical or manual labor, athletics, or protective services.Related occupations"
https://www.onetonline.org/link/details/17-3023.00,70,Investigative,"Work involves studying and researching non-living objects, living organisms, disease or other forms of impairment, or human behavior.  occupations are often associated with physical, life, medical, or social sciences, and can be found in the fields of humanities, mathematics/statistics, information technology, or health care service.Related occupations"
https://www.onetonline.org/link/details/17-3023.00,67,Conventional,"Work involves following procedures and regulations to organize information or data, typically in a business setting.  occupations are often associated with office work, accounting, mathematics/statistics, information technology, finance, or human resources.Related occupations"
https://www.onetonline.org/link/details/17-3023.00,13,Artistic,"Work involves creating original visual artwork, performances, written works, food, or music for a variety of media, or applying artistic principles to the design of various objects and materials.  occupations are often associated with visual arts, applied arts and design, performing arts, music, creative writing, media, or culinary art.Related occupations"
https://www.onetonline.org/link/details/17-3023.00,13,Social,"Work involves helping, teaching, advising, assisting, or providing service to others.  occupations are often associated with social, health care, personal service, teaching/education, or religious activities.Related occupations"
https://www.onetonline.org/link/details/17-3023.00,5,Enterprising,"Work involves managing, negotiating, marketing, or selling, typically in a business setting, or leading or advising people in political and legal situations.  occupations are often associated with business initiatives, sales, marketing/advertising, finance, management/administration, professional advising, public speaking, politics, or law.Related occupations"
https://www.onetonline.org/link/details/51-2022.00,100,Realistic,"Work involves designing, building, or repairing of equipment, materials, or structures, engaging in physical activity, or working outdoors.  occupations are often associated with engineering, mechanics and electronics, construction, woodworking, transportation, machine operation, agriculture, animal services, physical or manual labor, athletics, or protective services.Related occupations"
https://www.onetonline.org/link/details/51-2022.00,55,Conventional,"Work involves following procedures and regulations to organize information or data, typically in a business setting.  occupations are often associated with office work, accounting, mathematics/statistics, information technology, finance, or human resources.Related occupations"
https://www.onetonline.org/link/details/51-2022.00,39,Investigative,"Work involves studying and researching non-living objects, living organisms, disease or other forms of impairment, or human behavior.  occupations are often associated with physical, life, medical, or social sciences, and can be found in the fields of humanities, mathematics/statistics, information technology, or health care service.Related occupations"
https://www.onetonline.org/link/details/51-2022.00,14,Artistic,"Work involves creating original visual artwork, performances, written works, food, or music for a variety of media, or applying artistic principles to the design of various objects and materials.  occupations are often associated with visual arts, applied arts and design, performing arts, music, creative writing, media, or culinary art.Related occupations"
https://www.onetonline.org/link/details/51-2022.00,4,Social,"Work involves helping, teaching, advising, assisting, or providing service to others.  occupations are often associated with social, health care, personal service, teaching/education, or religious activities.Related occupations"
https://www.onetonline.org/link/details/51-2022.00,0,Enterprising,"Work involves managing, negotiating, marketing, or selling, typically in a business setting, or leading or advising people in political and legal situations.  occupations are often associated with business initiatives, sales, marketing/advertising, finance, management/administration, professional advising, public speaking, politics, or law.Related occupations"
https://www.onetonline.org/link/details/17-3012.00,76,Realistic,"Work involves designing, building, or repairing of equipment, materials, or structures, engaging in physical activity, or working outdoors.  occupations are often associated with engineering, mechanics and electronics, construction, woodworking, transportation, machine operation, agriculture, animal services, physical or manual labor, athletics, or protective services.Related occupations"
https://www.onetonline.org/link/details/17-3012.00,72,Conventional,"Work involves following procedures and regulations to organize information or data, typically in a business setting.  occupations are often associated with office work, accounting, mathematics/statistics, information technology, finance, or human resources.Related occupations"
https://www.onetonline.org/link/details/17-3012.00,43,Investigative,"Work involves studying and researching non-living objects, living organisms, disease or other forms of impairment, or human behavior.  occupations are often associated with physical, life, medical, or social sciences, and can be found in the fields of humanities, mathematics/statistics, information technology, or health care service.Related occupations"
https://www.onetonline.org/link/details/17-3012.00,38,Artistic,"Work involves creating original visual artwork, performances, written works, food, or music for a variety of media, or applying artistic principles to the design of various objects and materials.  occupations are often associated with visual arts, applied arts and design, performing arts, music, creative writing, media, or culinary art.Related occupations"
https://www.onetonline.org/link/details/17-3012.00,15,Enterprising,"Work involves managing, negotiating, marketing, or selling, typically in a business setting, or leading or advising people in political and legal situations.  occupations are often associated with business initiatives, sales, marketing/advertising, finance, management/administration, professional advising, public speaking, politics, or law.Related occupations"
https://www.onetonline.org/link/details/17-3012.00,5,Social,"Work involves helping, teaching, advising, assisting, or providing service to others.  occupations are often associated with social, health care, personal service, teaching/education, or religious activities.Related occupations"
https://www.onetonline.org/link/details/49-2093.00,100,Realistic,"Work involves designing, building, or repairing of equipment, materials, or structures, engaging in physical activity, or working outdoors.  occupations are often associated with engineering, mechanics and electronics, construction, woodworking, transportation, machine operation, agriculture, animal services, physical or manual labor, athletics, or protective services.Related occupations"
https://www.onetonline.org/link/details/49-2093.00,64,Conventional,"Work involves following procedures and regulations to organize information or data, typically in a business setting.  occupations are often associated with office work, accounting, mathematics/statistics, information technology, finance, or human resources.Related occupations"
https://www.onetonline.org/link/details/49-2093.00,40,Investigative,"Work involves studying and researching non-living objects, living organisms, disease or other forms of impairment, or human behavior.  occupations are often associated with physical, life, medical, or social sciences, and can be found in the fields of humanities, mathematics/statistics, information technology, or health care service.Related occupations"
https://www.onetonline.org/link/details/49-2093.00,3,Social,"Work involves helping, teaching, advising, assisting, or providing service to others.  occupations are often associated with social, health care, personal service, teaching/education, or religious activities.Related occupations"
https://www.onetonline.org/link/details/49-2093.00,0,Artistic,"Work involves creating original visual artwork, performances, written works, food, or music for a variety of media, or applying artistic principles to the design of various objects and materials.  occupations are often associated with visual arts, applied arts and design, performing arts, music, creative writing, media, or culinary art.Related occupations"
https://www.onetonline.org/link/details/49-2093.00,0,Enterprising,"Work involves managing, negotiating, marketing, or selling, typically in a business setting, or leading or advising people in political and legal situations.  occupations are often associated with business initiatives, sales, marketing/advertising, finance, management/administration, professional advising, public speaking, politics, or law.Related occupations"
https://www.onetonline.org/link/details/49-2094.00,100,Realistic,"Work involves designing, building, or repairing of equipment, materials, or structures, engaging in physical activity, or working outdoors.  occupations are often associated with engineering, mechanics and electronics, construction, woodworking, transportation, machine operation, agriculture, animal services, physical or manual labor, athletics, or protective services.Related occupations"
https://www.onetonline.org/link/details/49-2094.00,72,Conventional,"Work involves following procedures and regulations to organize information or data, typically in a business setting.  occupations are often associated with office work, accounting, mathematics/statistics, information technology, finance, or human resources.Related occupations"
https://www.onetonline.org/link/details/49-2094.00,51,Investigative,"Work involves studying and researching non-living objects, living organisms, disease or other forms of impairment, or human behavior.  occupations are often associated with physical, life, medical, or social sciences, and can be found in the fields of humanities, mathematics/statistics, information technology, or health care service.Related occupations"
https://www.onetonline.org/link/details/49-2094.00,2,Enterprising,"Work involves managing, negotiating, marketing, or selling, typically in a business setting, or leading or advising people in political and legal situations.  occupations are often associated with business initiatives, sales, marketing/advertising, finance, management/administration, professional advising, public speaking, politics, or law.Related occupations"
https://www.onetonline.org/link/details/49-2094.00,0,Artistic,"Work involves creating original visual artwork, performances, written works, food, or music for a variety of media, or applying artistic principles to the design of various objects and materials.  occupations are often associated with visual arts, applied arts and design, performing arts, music, creative writing, media, or culinary art.Related occupations"
https://www.onetonline.org/link/details/49-2094.00,0,Social,"Work involves helping, teaching, advising, assisting, or providing service to others.  occupations are often associated with social, health care, personal service, teaching/education, or religious activities.Related occupations"
https://www.onetonline.org/link/details/49-2095.00,100,Realistic,"Work involves designing, building, or repairing of equipment, materials, or structures, engaging in physical activity, or working outdoors.  occupations are often associated with engineering, mechanics and electronics, construction, woodworking, transportation, machine operation, agriculture, animal services, physical or manual labor, athletics, or protective services.Related occupations"
https://www.onetonline.org/link/details/49-2095.00,71,Conventional,"Work involves following procedures and regulations to organize information or data, typically in a business setting.  occupations are often associated with office work, accounting, mathematics/statistics, information technology, finance, or human resources.Related occupations"
https://www.onetonline.org/link/details/49-2095.00,42,Investigative,"Work involves studying and researching non-living objects, living organisms, disease or other forms of impairment, or human behavior.  occupations are often associated with physical, life, medical, or social sciences, and can be found in the fields of humanities, mathematics/statistics, information technology, or health care service.Related occupations"
https://www.onetonline.org/link/details/49-2095.00,5,Enterprising,"Work involves managing, negotiating, marketing, or selling, typically in a business setting, or leading or advising people in political and legal situations.  occupations are often associated with business initiatives, sales, marketing/advertising, finance, management/administration, professional advising, public speaking, politics, or law.Related occupations"
https://www.onetonline.org/link/details/49-2095.00,1,Social,"Work involves helping, teaching, advising, assisting, or providing service to others.  occupations are often associated with social, health care, personal service, teaching/education, or religious activities.Related occupations"
https://www.onetonline.org/link/details/49-2095.00,0,Artistic,"Work involves creating original visual artwork, performances, written works, food, or music for a variety of media, or applying artistic principles to the design of various objects and materials.  occupations are often associated with visual arts, applied arts and design, performing arts, music, creative writing, media, or culinary art.Related occupations"
https://www.onetonline.org/link/details/17-2071.00,89,Realistic,"Work involves designing, building, or repairing of equipment, materials, or structures, engaging in physical activity, or working outdoors.  occupations are often associated with engineering, mechanics and electronics, construction, woodworking, transportation, machine operation, agriculture, animal services, physical or manual labor, athletics, or protective services.Related occupations"
https://www.onetonline.org/link/details/17-2071.00,72,Investigative,"Work involves studying and researching non-living objects, living organisms, disease or other forms of impairment, or human behavior.  occupations are often associated with physical, life, medical, or social sciences, and can be found in the fields of humanities, mathematics/statistics, information technology, or health care service.Related occupations"
https://www.onetonline.org/link/details/17-2071.00,67,Conventional,"Work involves following procedures and regulations to organize information or data, typically in a business setting.  occupations are often associated with office work, accounting, mathematics/statistics, information technology, finance, or human resources.Related occupations"
https://www.onetonline.org/link/details/17-2071.00,22,Enterprising,"Work involves managing, negotiating, marketing, or selling, typically in a business setting, or leading or advising people in political and legal situations.  occupations are often associated with business initiatives, sales, marketing/advertising, finance, management/administration, professional advising, public speaking, politics, or law.Related occupations"
